+------------------+-------+
| Unigram          | Count |
| ('affect', 'ground', 'floor')                   |     1 |
| ('closed', 'fire', 'brigade')                   |     1 |
| ('flooding', 'couple', 'days')                  |     1 |
| ('houses', 'roads', 'area')                     |     1 |
| ('saving', 'neighbours', 'properties')          |     1 |
| ('sandbags', 'etc', 'put')                      |     1 |
| ('may', 'affected', 'levels')                   |     1 |
| ('banks', 'due', 'cross')                       |     1 |
| ('newe', 'bridge', 'flooding')                  |     1 |
| ('added', 'problem', 'flood')                   |     1 |
| ('completely', 'covered', 'area')               |     1 |
| ('garden', 'walls', 'house')                    |     1 |
| ('road', 'echt', 'dunecht')                     |     1 |
| ('caused', 'foot', 'deep')                      |     1 |
| ('bursting', 'levels', 'inch')                  |     1 |
| ('flooded', 'row', 'houses')                    |     1 |
| ('warning', 'leading', 'risk')                  |     1 |
| ('whitehill', 'tarland', 'abyj')                |     1 |
| ('facing', 'onto', 'estate')                    |     1 |
| ('looks', 'quite', 'dirty')                     |     1 |
| ('closed', 'blackhill', 'rd')                   |     1 |
| ('flooding', 'surrounding', 'area')             |     1 |
| ('heading', 'clearwater', 'park')               |     1 |
| ('road', 'aberargie', 'newburgh')               |     1 |
| ('ek', 'raith', 'interchange')                  |     1 |
| ('hollybush', 'road', 'muirdykes')              |     1 |
| ('understand', 'many', 'places')                |     1 |
| ('traffic', 'still', 'passing')                 |     1 |
| ('property', 'craigton', 'burn')                |     1 |
| ('appears', 'continue', 'run')                  |     1 |
| ('meadows', 'car', 'park')                      |     1 |
| ('inches', 'happening', 'regularly')            |     1 |
| ('bridge', 'flooding', 'onto')                  |     1 |
| ('tyre', 'depth', 'going')                      |     1 |
| ('river', 'girvan', 'houdston')                 |     1 |
| ('flooding', 'start', 'pinkston')               |     1 |
| ('caused', 'water', 'runoff')                   |     1 |
| ('soil', 'mound', 'insufficient')               |     1 |
| ('deveron', 'rising', 'today')                  |     1 |
| ('extensively', 'burst', 'banks')               |     1 |
| ('turning', 'back', 'saw')                      |     1 |
| ('b', 'road', 'craigs')                         |     1 |
| ('increase', 'flowing', 'like')                 |     1 |
| ('knees', 'road', 'south')                      |     1 |
| ('water', 'everywhere', 'rising')               |     1 |
| ('marked', 'two', 'traffic')                    |     1 |
| ('concern', 'properties', 'downhill')           |     1 |
| ('manholes', 'spilling', 'liklely')             |     1 |
| ('come', 'taken', 'look')                       |     1 |
| ('river', 'forth', 'bursting')                  |     1 |
| ('station', 'pub', 'quite')                     |     1 |
| ('river', 'roch', 'overflown')                  |     1 |
| ('sandbags', 'anymore', 'rain')                 |     1 |
| ('traffic', 'disruption', 'flood')              |     1 |
| ('high', 'happened', 'within')                  |     1 |
| ('leet', 'street', 'duke')                      |     1 |
| ('park', 'sewer', 'building')                   |     1 |
| ('water', 'causing', 'floodling')               |     1 |
| ('sides', 'road', 'petrol')                     |     1 |
| ('police', 'helpful', 'council')                |     1 |
| ('broadshade', 'crescent', 'westhill')          |     1 |
| ('road', 'approx', 'ft')                        |     1 |
| ('burn', 'burst', 'bank')                       |     1 |
| ('troubled', 'water', 'centre')                 |     1 |
| ('school', 'also', 'burst')                     |     1 |
| ('ice', 'water', 'snow')                        |     1 |
| ('road', 'flooded', 'inches')                   |     1 |
| ('affect', 'properties', 'area')                |     1 |
| ('others', 'imminent', 'raining')               |     1 |
| ('reason', 'call', 'cause')                     |     1 |
| ('rain', 'torrential', 'overnightpark')         |     1 |
| ('high', 'rising', 'due')                       |     1 |
| ('nith', 'burst', 'banks')                      |     1 |
| ('since', 'oclock', 'morning')                  |     1 |
| ('area', 'water', 'foot')                       |     1 |
| ('morning', 'may', 'affected')                  |     1 |
| ('banks', 'water', 'running')                   |     1 |
| ('side', 'road', 'dee')                         |     1 |
| ('avenue', 'onto', 'ashcroft')                  |     1 |
| ('less', 'two', 'months')                       |     1 |
| ('dont', 'take', 'young')                       |     1 |
| ('including', 'damage', 'banks')                |     1 |
| ('river', 'road', 'g')                          |     1 |
| ('mill', 'burn', 'flooding')                    |     1 |
| ('junction', 'logie', 'junction')               |     1 |
| ('river', 'levels', 'flooding')                 |     1 |
| ('completely', 'across', 'road')                |     1 |
| ('inches', 'water', 'bend')                     |     1 |
| ('burst', 'banks', 'well')                      |     1 |
| ('centre', 'fort', 'william')                   |     1 |
| ('aurs', 'drive', 'opposite')                   |     1 |
| ('door', 'affecting', 'neighbour')              |     1 |
| ('flooded', 'others', 'imminent')               |     1 |
| ('two', 'adjacent', 'houses')                   |     1 |
| ('road', 'taking', 'road')                      |     1 |
| ('deep', 'get', 'house')                        |     1 |
| ('bankbflooding', 'carpark', 'carriageway')     |     1 |
| ('lap', 'steps', 'boutique')                    |     1 |
| ('crosslee', 'park', 'gryffe')                  |     1 |
| ('area', 'house', 'wall')                       |     1 |
| ('culvert', 'roadworks', 'place')               |     1 |
| ('bank', 'repairs', 'river')                    |     1 |
| ('width', 'road', 'temporary')                  |     1 |
| ('beginning', 'ener', 'residential')            |     1 |
| ('picture', 'something', 'may')                 |     1 |
| ('come', 'hills', 'flooded')                    |     1 |
| ('maryburgh', 'near', 'dingwall')               |     1 |
| ('water', 'surrounding', 'area')                |     1 |
| ('ground', 'around', 'property')                |     1 |
| ('half', 'village', 'runs')                     |     1 |
| ('street', 'also', 'flooded')                   |     1 |
| ('lower', 'lying', 'millside')                  |     1 |
| ('car', 'park', 'apartment')                    |     1 |
| ('area', 'around', 'house')                     |     1 |
| ('north', 'west', 'corner')                     |     1 |
| ('get', 'grant', 'funding')                     |     1 |
| ('ag', 'overflowing', 'road')                   |     1 |
| ('driving', 'middle', 'road')                   |     1 |
| ('useless', 'yet', 'going')                     |     1 |
| ('river', 'dee', 'looking')                     |     1 |
| ('cottage', 'inverurie', 'ab')                  |     1 |
| ('runs', 'christie', 'park')                    |     1 |
| ('blocked', 'drains', 'culverts')               |     1 |
| ('evacuated', 'water', 'still')                 |     1 |
| ('blocked', 'water', 'level')                   |     1 |
| ('water', 'draining', 'lans')                   |     1 |
| ('banks', 'makeing', 'driving')                 |     1 |
| ('required', 'passing', 'car')                  |     1 |
| ('flooding', 'affecting', 'property')           |     1 |
| ('road', 'burn', 'feeds')                       |     1 |
| ('flowing', 'fast', 'breach')                   |     1 |
| ('flooded', 'road', 'managed')                  |     1 |
| ('various', 'points', 'currently')              |     1 |
| ('water', 'pouring', 'onto')                    |     1 |
| ('water', 'acre', 'farm')                       |     1 |
| ('overflowing', 'back', 'garden')               |     1 |
| ('water', 'dirty', 'mud')                       |     1 |
| ('esk', 'river', 'burst')                       |     1 |
| ('millside', 'flooded', 'roads')                |     1 |
| ('new', 'built', 'ajc')                         |     1 |
| ('burnbank', 'cottage', 'overflowing')          |     1 |
| ('burst', 'banks', 'along')                     |     1 |
| ('entire', 'basement', 'floor')                 |     1 |
| ('flooding', 'carmichael', 'spans')             |     1 |
| ('river', 'fleet', 'burst')                     |     1 |
| ('spouting', 'mound', 'centre')                 |     1 |
| ('flooding', 'due', 'blocked')                  |     1 |
| ('water', 'residents', 'gardens')               |     1 |
| ('runs', 'grampian', 'way')                     |     1 |
| ('sure', 'burst', 'banks')                      |     1 |
| ('esk', 'langholm', 'still')                    |     1 |
| ('affecting', 'traffic', 'heading')             |     1 |
| ('sewer', 'building', 'slowly')                 |     1 |
| ('quickly', 'one', 'fro')                       |     1 |
| ('deep', 'puddles', 'fast')                     |     1 |
| ('coming', 'banks', 'aurs')                     |     1 |
| ('flooded', 'partially', 'blocked')             |     1 |
| ('overspill', 'already', 'happening')           |     1 |
| ('contamination', 'mains', 'sewer')             |     1 |
| ('dean', 'near', 'dean')                        |     1 |
| ('burn', 'overflown', 'flooding')               |     1 |
| ('aurs', 'glen', 'barrhead')                    |     1 |
| ('water', 'premises', 'fiels')                  |     1 |
| ('isla', 'burst', 'banks')                      |     1 |
| ('st', 'andrews', 'flooding')                   |     1 |
| ('bad', 'flood', 'depth')                       |     1 |
| ('knee', 'high', 'effecting')                   |     1 |
| ('run', 'drainage', 'ditch')                    |     1 |
| ('burst', 'banks', 'drumnadrochit')             |     1 |
| ('worse', 'wil', 'able')                        |     1 |
| ('main', 'road', 'top')                         |     1 |
| ('waters', 'land', 'rover')                     |     1 |
| ('haysike', 'turnoff', 'trunk')                 |     1 |
| ('long', 'within', 'yards')                     |     1 |
| ('got', 'stuck', 'dark')                        |     1 |
| ('subsided', 'dramatically', 'threat')          |     1 |
| ('entering', 'gardens', 'properties')           |     1 |
| ('waterside', 'east', 'ayrshire')               |     1 |
| ('agricultural', 'land', 'onto')                |     1 |
| ('flooding', 'moving', 'slowly')                |     1 |
| ('entrance', 'door', 'hairdresser')             |     1 |
| ('bank', 'sever', 'points')                     |     1 |
| ('nearby', 'overflowing', 'bubbling')           |     1 |
| ('also', 'starting', 'flood')                   |     1 |
| ('water', 'round', 'property')                  |     1 |
| ('running', 'thru', 'farmers')                  |     1 |
| ('flooding', 'gardens', 'nearby')               |     1 |
| ('water', 'getting', 'close')                   |     1 |
| ('river', 'tanar', 'close')                     |     1 |
| ('moorfield', 'arradoul', 'thank')              |     1 |
| ('cars', 'people', 'drive')                     |     1 |
| ('burn', 'hippingstone', 'barrhead')            |     1 |
| ('doctors', 'practice', 'next')                 |     1 |
| ('one', 'vehicle', 'cross')                     |     1 |
| ('ravensby', 'road', 'danger')                  |     1 |
| ('much', 'clearance', 'arches')                 |     1 |
| ('put', 'water', 'everywhere')                  |     1 |
| ('best', 'use', 'different')                    |     1 |
| ('onto', 'road', 'abotu')                       |     1 |
| ('little', 'wooded', 'area')                    |     1 |
| ('supplied', 'clackmannanshire', 'council')     |     1 |
| ('door', 'water', 'continuing')                 |     1 |
| ('park', 'usually', 'floods')                   |     1 |
| ('usual', 'flooding', 'railway')                |     1 |
| ('top', 'swell', 'bringing')                    |     1 |
| ('one', 'site', 'culvert')                      |     1 |
| ('road', 'bad', 'corner')                       |     1 |
| ('rain', 'run', 'land')                         |     1 |
| ('houses', 'howe', 'view')                      |     1 |
| ('along', 'mother', 'laws')                     |     1 |
| ('footpath', 'impassable', 'concerned')         |     1 |
| ('river', 'highest', 'ever')                    |     1 |
| ('estate', 'one', 'site')                       |     1 |
| ('pm', 'situation', 'get')                      |     1 |
| ('flowing', 'water', 'sewage')                  |     1 |
| ('flooding', 'cycle', 'path')                   |     1 |
| ('due', 'blocked', 'drains')                    |     1 |
| ('road', 'drive', 'care')                       |     1 |
| ('drains', 'overwhelmed', 'looks')              |     1 |
| ('roundabout', 'roundabout', 'quarry')          |     1 |
| ('burst', 'flooding', 'street')                 |     1 |
| ('residents', 'properties', 'area')             |     1 |
| ('places', 'approx', 'two')                     |     1 |
| ('inched', 'deep', 'still')                     |     1 |
| ('queensferry', 'road', 'coming')               |     1 |
| ('gotten', 'worse', 'december')                 |     1 |
| ('drive', 'opposite', 'nursery')                |     1 |
| ('flooding', 'possil', 'road')                  |     1 |
| ('blocked', 'drain', 'water')                   |     1 |
| ('toilets', 'get', 'house')                     |     1 |
| ('rd', 'along', 'road')                         |     1 |
| ('culvert', 'running', 'toward')                |     1 |
| ('two', 'watercourses', 'meet')                 |     1 |
| ('muirdykes', 'road', 'around')                 |     1 |
| ('place', 'significant', 'water')               |     1 |
| ('riverside', 'stirling', 'water')              |     1 |
| ('sewer', 'cover', 'pouring')                   |     1 |
| ('police', 'informed', 'flood')                 |     1 |
| ('across', 'half', 'width')                     |     1 |
| ('pm', 'water', 'pouring')                      |     1 |
| ('deep', 'water', 'minor')                      |     1 |
| ('girvan', 'houdston', 'caravan')               |     1 |
| ('tay', 'kinclaven', 'x')                       |     1 |
| ('medical', 'condition', 'necessary')           |     1 |
| ('june', 'august', 'forest')                    |     1 |
| ('bound', 'main', 'entrance')                   |     1 |
| ('appears', 'primarily', 'river')               |     1 |
| ('mound', 'insufficient', 'contain')            |     1 |
| ('hydro', 'scheme', 'built')                    |     1 |
| ('shoulder', 'contained', 'hard')               |     1 |
| ('river', 'teviot', 'spreading')                |     1 |
| ('week', 'noticed', 'months')                   |     1 |
| ('flooding', 'river', 'ettrick')                |     1 |
| ('run', 'land', 'possibly')                     |     1 |
| ('hours', 'cars', 'struggling')                 |     1 |
| ('point', 'exact', 'location')                  |     1 |
| ('one', 'property', 'affected')                 |     1 |
| ('bridge', 'back', 'street')                    |     1 |
| ('almost', 'impassible', 'foot')                |     1 |
| ('cso', 'also', 'coming')                       |     1 |
| ('road', 'river', 'east')                       |     1 |
| ('high', 'within', 'feet')                      |     1 |
| ('burn', 'rear', 'properties')                  |     1 |
| ('rain', 'water', 'bus')                        |     1 |
| ('overflowing', 'running', 'rapidly')           |     1 |
| ('road', 'contributed', 'high')                 |     1 |
| ('drive', 'levels', 'appear')                   |     1 |
| ('craig', 'dam', 'also')                        |     1 |
| ('langdykes', 'road', 'continues')              |     1 |
| ('fast', 'depth', 'feet')                       |     1 |
| ('terrace', 'heavily', 'populated')             |     1 |
| ('water', 'one', 'lane')                        |     1 |
| ('water', 'potentially', 'certain')             |     1 |
| ('banks', 'nearby', 'residential')              |     1 |
| ('currently', 'allows', 'however')              |     1 |
| ('past', 'turning', 'kirkinch')                 |     1 |
| ('barely', 'passable', 'due')                   |     1 |
| ('houses', 'rising', 'fast')                    |     1 |
| ('flooded', 'due', 'water')                     |     1 |
| ('levels', 'well', 'kirb')                      |     1 |
| ('hill', 'park', 'avenue')                      |     1 |
| ('reach', 'properties', 'area')                 |     1 |
| ('coming', 'fields', 'drains')                  |     1 |
| ('culter', 'burn', 'burst')                     |     1 |
| ('action', 'cars', 'stuck')                     |     1 |
| ('leaves', 'almost', 'got')                     |     1 |
| ('mound', 'centre', 'flooded')                  |     1 |
| ('corner', 'feet', 'long')                      |     1 |
| ('fields', 'td', 'rx')                          |     1 |
| ('plain', 'opposite', 'properties')             |     1 |
| ('levels', 'running', 'high')                   |     1 |
| ('hard', 'shoulder', 'running')                 |     1 |
| ('river', 'ugie', 'burst')                      |     1 |
| ('house', 'blairmore', 'park')                  |     1 |
| ('running', 'hills', 'flooding')                |     1 |
| ('fields', 'inches', 'depth')                   |     1 |
| ('run', 'footpath', 'sea')                      |     1 |
| ('opposite', 'properties', 'take')              |     1 |
| ('park', 'entrance', 'maryhill')                |     1 |
| ('water', 'raised', 'bridge')                   |     1 |
| ('water', 'may', 'travelling')                  |     1 |
| ('water', 'cycle', 'path')                      |     1 |
| ('ussie', 'burn', 'maryburgh')                  |     1 |
| ('area', 'due', 'heavy')                        |     1 |
| ('due', 'water', 'field')                       |     1 |
| ('ive', 'gone', 'without')                      |     1 |
| ('td', 'rx', 'oxnam')                           |     1 |
| ('road', 'king', 'edward')                      |     1 |
| ('hours', 'inches', 'water')                    |     1 |
| ('side', 'starting', 'go')                      |     1 |
| ('much', 'higher', 'road')                      |     1 |
| ('works', 'opposite', 'water')                  |     1 |
| ('running', 'fields', 'drains')                 |     1 |
| ('adjacent', 'houses', 'also')                  |     1 |
| ('rain', 'forecast', 'worried')                 |     1 |
| ('reaching', 'propert', 'garage')               |     1 |
| ('road', 'underwater', 'water')                 |     1 |
| ('depth', 'inches', 'regular')                  |     1 |
| ('looks', 'like', 'pressure')                   |     1 |
| ('hazard', 'drivers', 'cannot')                 |     1 |
| ('flooded', 'hazard', 'drivers')                |     1 |
| ('burst', 'banks', 'running')                   |     1 |
| ('peoples', 'houses', 'roads')                  |     1 |
| ('struggling', 'pass', 'water')                 |     1 |
| ('water', 'laighlands', 'road')                 |     1 |
| ('keavil', 'place', 'dunfermline')              |     1 |
| ('balunie', 'drive', 'another')                 |     1 |
| ('parallel', 'section', 'road')                 |     1 |
| ('use', 'toilet', 'shower')                     |     1 |
| ('bend', 'road', 'covering')                    |     1 |
| ('garden', 'covered', 'river')                  |     1 |
| ('young', 'family', 'nice')                     |     1 |
| ('would', 'imagine', 'road')                    |     1 |
| ('daly', 'farmland', 'hitting')                 |     1 |
| ('caravan', 'site', 'speyside')                 |     1 |
| ('runs', 'along', 'mother')                     |     1 |
| ('house', 'wall', 'shins')                      |     1 |
| ('portsoy', 'huntly', 'road')                   |     1 |
| ('glen', 'gap', 'road')                         |     1 |
| ('sand', 'bag', 'debris')                       |     1 |
| ('road', 'gets', 'worse')                       |     1 |
| ('direction', 'often', 'rains')                 |     1 |
| ('running', 'road', 'king')                     |     1 |
| ('affected', 'happened', 'night')               |     1 |
| ('rainfall', 'water', 'gotten')                 |     1 |
| ('breached', 'bankbflooding', 'carpark')        |     1 |
| ('roads', 'area', 'closed')                     |     1 |
| ('nov', 'dec', 'jan')                           |     1 |
| ('inverurie', 'ab', 'lr')                       |     1 |
| ('drains', 'approximately', 'foot')             |     1 |
| ('cars', 'go', 'one')                           |     1 |
| ('fields', 'combined', 'blocked')               |     1 |
| ('width', 'road', 'flooded')                    |     1 |
| ('ingress', 'cm', 'rising')                     |     1 |
| ('five', 'foot', 'deep')                        |     1 |
| ('stream', 'back', 'hill')                      |     1 |
| ('points', 'village', 'hatton')                 |     1 |
| ('caller', 'see', 'burst')                      |     1 |
| ('c', 'inches', 'covering')                     |     1 |
| ('north', 'esk', 'river')                       |     1 |
| ('since', 'saturday', 'th')                     |     1 |
| ('flooded', 'drove', 'last')                    |     1 |
| ('water', 'old', 'boathouse')                   |     1 |
| ('deep', 'muddy', 'puddles')                    |     1 |
| ('water', 'present', 'water')                   |     1 |
| ('back', 'garden', 'ph')                        |     1 |
| ('level', 'rising', 'possibly')                 |     1 |
| ('flooding', 'address', 'moorfield')            |     1 |
| ('property', 'arising', 'disused')              |     1 |
| ('westerhall', 'may', 'affected')               |     1 |
| ('morning', 'supplied', 'sandbags')             |     1 |
| ('balmullo', 'verging', 'becoming')             |     1 |
| ('thing', 'flooded', 'probably')                |     1 |
| ('coming', 'bridge', 'onto')                    |     1 |
| ('towards', 'road', 'feet')                     |     1 |
| ('cycle', 'path', 'river')                      |     1 |
| ('repairs', 'river', 'taken')                   |     1 |
| ('flowing', 'golf', 'course')                   |     1 |
| ('fields', 'flooded', 'ab')                     |     1 |
| ('take', 'long', 'reach')                       |     1 |
| ('overtopped', 'banks', 'balnellan')            |     1 |
| ('bridge', 'nearby', 'roads')                   |     1 |
| ('rising', 'quickly', 'ie')                     |     1 |
| ('nearly', 'impassable', 'dont')                |     1 |
| ('causing', 'instead', 'cross')                 |     1 |
| ('subsided', 'since', 'report')                 |     1 |
| ('nearby', 'flooding', 'cars')                  |     1 |
| ('council', 'useless', 'yet')                   |     1 |
| ('flooding', 'continuous', 'stream')            |     1 |
| ('view', 'water', 'cruden')                     |     1 |
| ('hopefully', 'wont', 'get')                    |     1 |
| ('water', 'minor', 'flow')                      |     1 |
| ('road', 'blocked', 'water')                    |     1 |
| ('spilling', 'land', 'side')                    |     1 |
| ('melting', 'snow', 'running')                  |     1 |
| ('dark', 'already', 'resulted')                 |     1 |
| ('away', 'flooding', 'second')                  |     1 |
| ('water', 'spouting', 'mound')                  |     1 |
| ('dighty', 'burn', 'run')                       |     1 |
| ('blocked', 'drains', 'approximately')          |     1 |
| ('burn', 'parallel', 'craigmyle')               |     1 |
| ('fire', 'brigade', 'attendance')               |     1 |
| ('banks', 'recent', 'rainfall')                 |     1 |
| ('swell', 'bringing', 'close')                  |     1 |
| ('depth', 'going', 'trough')                    |     1 |
| ('diverted', 'back', 'pearsie')                 |     1 |
| ('gathering', 'blocked', 'drain')               |     1 |
| ('recently', 'flood', 'accrued')                |     1 |
| ('devonlade', 'flooded', 'river')               |     1 |
| ('heavy', 'rainfall', 'surface')                |     1 |
| ('flood', 'depth', 'approximately')             |     1 |
| ('risk', 'house', 'flooded')                    |     1 |
| ('close', 'one', 'direction')                   |     1 |
| ('banks', 'north', 'side')                      |     1 |
| ('banks', 'ab', 'ej')                           |     1 |
| ('overflowing', 'road', 'nearby')               |     1 |
| ('property', 'overflowing', 'approaching')      |     1 |
| ('flood', 'coming', 'river')                    |     1 |
| ('opposite', 'increasing', 'risk')              |     1 |
| ('waste', 'recycling', 'centre')                |     1 |
| ('flooding', 'sewage', 'works')                 |     1 |
| ('stockiemuir', 'road', 'baljaffry')            |     1 |
| ('road', 'isnt', 'closed')                      |     1 |
| ('motorway', 'due', 'surface')                  |     1 |
| ('castle', 'beautiful', 'like')                 |     1 |
| ('overflowing', 'bubbling', 'flood')            |     1 |
| ('recent', 'rainfall', 'water')                 |     1 |
| ('along', 'boleside', 'passable')               |     1 |
| ('kinnord', 'highest', 'level')                 |     1 |
| ('road', 'girvan', 'high')                      |     1 |
| ('water', 'murcky', 'roaring')                  |     1 |
| ('husband', 'someone', 'could')                 |     1 |
| ('one', 'two', 'hour')                          |     1 |
| ('shortly', 'one', 'direction')                 |     1 |
| ('back', 'river', 'road')                       |     1 |
| ('gr', 'blocked', 'causing')                    |     1 |
| ('flooding', 'water', 'receding')               |     1 |
| ('roads', 'unaffected', 'moment')               |     1 |
| ('flooding', 'ayr', 'harbour')                  |     1 |
| ('blocked', 'water', 'coming')                  |     1 |
| ('level', 'eventually', 'rise')                 |     1 |
| ('stream', 'causing', 'flooding')               |     1 |
| ('water', 'road', 'passable')                   |     1 |
| ('deep', 'velire', 'road')                      |     1 |
| ('foot', 'deep', 'dirty')                       |     1 |
| ('water', 'gotten', 'properties')               |     1 |
| ('feet', 'drop', 'burn')                        |     1 |
| ('footpath', 'right', 'inundated')              |     1 |
| ('road', 'flooded', 'bend')                     |     1 |
| ('accrued', 'course', 'day')                    |     1 |
| ('order', 'reach', 'kirriemuir')                |     1 |
| ('x', 'really', 'road')                         |     1 |
| ('care', 'properties', 'opposite')              |     1 |
| ('flooding', 'field', 'onto')                   |     1 |
| ('tay', 'lade', 'burst')                        |     1 |
| ('opposite', 'household', 'waste')              |     1 |
| ('opportunity', 'replough', 'diagonal')         |     1 |
| ('th', 'due', 'flooding')                       |     1 |
| ('wall', 'happened', 'quickly')                 |     1 |
| ('st', 'andrews', 'road')                       |     1 |
| ('water', 'encroaching', 'nearer')              |     1 |
| ('inverness', 'hiding', 'away')                 |     1 |
| ('water', 'road', 'accumulating')               |     1 |
| ('heads', 'towards', 'ruthven')                 |     1 |
| ('appear', 'still', 'rising')                   |     1 |
| ('kettock', 'mill', 'rd')                       |     1 |
| ('road', 'drainage', 'stopping')                |     1 |
| ('mm', 'sand', 'bag')                           |     1 |
| ('river', 'nith', 'burst')                      |     1 |
| ('roads', 'property', 'area')                   |     1 |
| ('road', 'width', 'melting')                    |     1 |
| ('fields', 'drains', 'overwhelmed')             |     1 |
| ('flood', 'banking', 'filling')                 |     1 |
| ('houses', 'thigh', 'high')                     |     1 |
| ('house', 'inconvenient', 'cannot')             |     1 |
| ('water', 'halfway', 'front')                   |     1 |
| ('drains', 'house', 'flooded')                  |     1 |
| ('water', 'running', 'road')                    |     1 |
| ('worse', 'police', 'informed')                 |     1 |
| ('callers', 'property', 'overflowing')          |     1 |
| ('burst', 'banks', 'affecting')                 |     1 |
| ('park', 'linlathen', 'nursing')                |     1 |
| ('field', 'run', 'culvert')                     |     1 |
| ('water', 'six', 'inches')                      |     1 |
| ('heading', 'bridge', 'evening')                |     1 |
| ('leaving', 'rosehearty', 'bottom')             |     1 |
| ('rising', 'selective', 'evacuations')          |     1 |
| ('runoff', 'fields', 'combined')                |     1 |
| ('causing', 'access', 'problem')                |     1 |
| ('property', 'sewage', 'works')                 |     1 |
| ('manir', 'wynd', 'drains')                     |     1 |
| ('culvert', 'overflowing', 'side')              |     1 |
| ('passable', 'due', 'runoff')                   |     1 |
| ('fraserburgh', 'road', 'east')                 |     1 |
| ('site', 'speyside', 'leisure')                 |     1 |
| ('area', 'dean', 'crescent')                    |     1 |
| ('risk', 'washed', 'away')                      |     1 |
| ('burst', 'banks', 'causing')                   |     1 |
| ('river', 'deveron', 'rising')                  |     1 |
| ('enough', 'flow', 'away')                      |     1 |
| ('banks', 'flowing', 'gardens')                 |     1 |
| ('underwater', 'passible', 'extreme')           |     1 |
| ('concerned', 'wont', 'take')                   |     1 |
| ('evacuations', 'taking', 'place')              |     1 |
| ('christmas', 'still', 'one')                   |     1 |
| ('invernorth', 'roadway', 'road')               |     1 |
| ('front', 'cottage', 'streaming')               |     1 |
| ('called', 'asda', 'bridge')                    |     1 |
| ('hills', 'burn', 'risen')                      |     1 |
| ('football', 'pitch', 'bubbling')               |     1 |
| ('formed', 'tarland', 'rd')                     |     1 |
| ('surface', 'water', 'pooling')                 |     1 |
| ('floodling', 'area', 'due')                    |     1 |
| ('entrance', 'airlie', 'estates')               |     1 |
| ('wash', 'foot', 'brae')                        |     1 |
| ('snow', 'ice', 'water')                        |     1 |
| ('side', 'sealsbridge', 'soil')                 |     1 |
| ('threat', 'still', 'water')                    |     1 |
| ('flood', 'signs', 'slow')                      |     1 |
| ('beautiful', 'like', 'epidemic')               |     1 |
| ('phone', 'east', 'ayrshire')                   |     1 |
| ('lanes', 'heading', 'ek')                      |     1 |
| ('pitch', 'bubbling', 'water')                  |     1 |
| ('starting', 'flood', 'reporters')              |     1 |
| ('road', 'due', 'runoff')                       |     1 |
| ('torrent', 'flowing', 'street')                |     1 |
| ('get', 'stuck', 'fiat')                        |     1 |
| ('howe', 'place', 'ab')                         |     1 |
| ('inches', 'water', 'coming')                   |     1 |
| ('afternoon', 'got', 'stuck')                   |     1 |
| ('banks', 'currently', 'filling')               |     1 |
+-------------------------------------------------+-------+
+----------------------------------+-------+
| Bigram                           | Count |
+----------------------------------+-------+
| ('burst', 'banks')               |    77 |
| ('surface', 'water')             |    21 |
| ('water', 'coming')              |    19 |
| ('burn', 'burst')                |    18 |
| ('road', 'flooded')              |    16 |
| ('banks', 'flooding')            |    14 |
| ('onto', 'road')                 |    12 |
| ('heavy', 'rain')                |    11 |
| ('water', 'level')               |    10 |
| ('river', 'burst')               |    10 |
| ('banks', 'water')               |    10 |
| ('foot', 'deep')                 |    10 |
| ('dirty', 'water')               |     9 |
| ('properties', 'area')           |     9 |
| ('nearby', 'properties')         |     9 |
| ('car', 'park')                  |     8 |
| ('flooding', 'river')            |     8 |
| ('water', 'running')             |     7 |
| ('width', 'road')                |     7 |
| ('causing', 'flooding')          |     7 |
| ('still', 'rising')              |     7 |
| ('main', 'road')                 |     7 |
| ('runoff', 'fields')             |     7 |
| ('water', 'road')                |     7 |
| ('blocked', 'drain')             |     7 |
| ('flood', 'water')               |     7 |
| ('inches', 'water')              |     6 |
| ('blocked', 'drains')            |     6 |
| ('inches', 'deep')               |     6 |
| ('water', 'field')               |     6 |
| ('heavy', 'rainfall')            |     6 |
| ('railway', 'bridge')            |     6 |
| ('burn', 'runs')                 |     6 |
| ('area', 'flooded')              |     5 |
| ('river', 'tay')                 |     5 |
| ('flooded', 'river')             |     5 |
| ('river', 'levels')              |     5 |
| ('road', 'closed')               |     5 |
| ('water', 'pouring')             |     5 |
| ('due', 'heavy')                 |     5 |
| ('park', 'flooded')              |     5 |
| ('passable', 'care')             |     5 |
| ('bursting', 'banks')            |     5 |
| ('road', 'river')                |     5 |
| ('burn', 'running')              |     5 |
| ('road', 'currently')            |     5 |
| ('side', 'road')                 |     5 |
| ('flooding', 'area')             |     5 |
| ('barely', 'passable')           |     5 |
| ('looks', 'like')                |     5 |
| ('road', 'flooding')             |     4 |
| ('road', 'impassable')           |     4 |
| ('also', 'flooded')              |     4 |
| ('water', 'flowing')             |     4 |
| ('flooding', 'road')             |     4 |
| ('due', 'flooding')              |     4 |
| ('crosslee', 'park')             |     4 |
| ('impassable', 'vehicles')       |     4 |
| ('middle', 'road')               |     4 |
| ('river', 'water')               |     4 |
| ('flooding', 'field')            |     4 |
| ('road', 'burst')                |     4 |
| ('fast', 'flowing')              |     4 |
| ('railway', 'line')              |     4 |
| ('petrol', 'station')            |     4 |
| ('burn', 'coming')               |     4 |
| ('water', 'flooding')            |     4 |
