+------------------+-------+
| Unigram          | Count |
| ('day', 'council', 'informed')                  |     1 |
| ('causing', 'traffic', 'slow')                  |     1 |
| ('flooded', 'closed', 'cm')                     |     1 |
| ('basis', 'rain', 'causes')                     |     1 |
| ('estate', 'hill', 'last')                      |     1 |
| ('linlathen', 'nursing', 'home')                |     1 |
| ('banks', 'running', 'road')                    |     1 |
| ('quickly', 'approximately', 'plus')            |     1 |
| ('den', 'river', 'flowing')                     |     1 |
| ('water', 'fortunate', 'come')                  |     1 |
| ('particulalry', 'flat', 'battlefield')         |     1 |
| ('clean', 'water', 'ground')                    |     1 |
| ('sitting', 'around', 'work')                   |     1 |
| ('milltimber', 'completely', 'flooded')         |     1 |
| ('holding', 'back', 'river')                    |     1 |
| ('water', 'main', 'flooding')                   |     1 |
| ('carron', 'water', 'getting')                  |     1 |
| ('road', 'coming', 'edinburgh')                 |     1 |
| ('go', 'quickly', 'one')                        |     1 |
| ('bridge', 'away', 'water')                     |     1 |
| ('flooding', 'broadside', 'across')             |     1 |
| ('water', 'field', 'park')                      |     1 |
| ('built', 'looks', 'sandstone')                 |     1 |
| ('burn', 'keavil', 'place')                     |     1 |
| ('content', 'water', 'sure')                    |     1 |
| ('overflowing', 'onto', 'glen')                 |     1 |
| ('pishing', 'doon', 'road')                     |     1 |
| ('enrick', 'burst', 'banks')                    |     1 |
| ('roads', 'electrical', 'substation')           |     1 |
| ('moving', 'water', 'road')                     |     1 |
| ('side', 'village', 'took')                     |     1 |
| ('see', 'photo', 'troubled')                    |     1 |
| ('drainage', 'burn', 'burst')                   |     1 |
| ('took', 'less', 'hour')                        |     1 |
| ('cars', 'pass', 'care')                        |     1 |
| ('stay', 'safe', 'sensible')                    |     1 |
| ('hour', 'rood', 'flooded')                     |     1 |
| ('via', 'single', 'file')                       |     1 |
| ('water', 'course', 'flooded')                  |     1 |
| ('culloch', 'burn', 'burst')                    |     1 |
| ('water', 'dirty', 'affecting')                 |     1 |
| ('langholm', 'still', 'pouring')                |     1 |
| ('covering', 'sides', 'carriage')               |     1 |
| ('feugh', 'pooling', 'standing')                |     1 |
| ('slowly', 'muddy', 'water')                    |     1 |
| ('river', 'teith', 'burst')                     |     1 |
| ('extensive', 'flooding', 'shore')              |     1 |
| ('within', 'yards', 'flood')                    |     1 |
| ('forming', 'covering', 'entire')               |     1 |
| ('roundabout', 'blocked', 'surface')            |     1 |
| ('road', 'exiting', 'onto')                     |     1 |
| ('flooded', 'river', 'broken')                  |     1 |
| ('carriageway', 'flooded', 'depth')             |     1 |
| ('near', 'clyde', 'tunnel')                     |     1 |
| ('avenue', 'depth', 'threatening')              |     1 |
| ('area', 'flooding', 'fire')                    |     1 |
| ('continues', 'rise', 'spread')                 |     1 |
| ('station', 'road', 'currently')                |     1 |
| ('source', 'blocked', 'drains')                 |     1 |
| ('isnt', 'closed', 'soon')                      |     1 |
| ('use', 'carriageway', 'get')                   |     1 |
| ('coming', 'wall', 'gardens')                   |     1 |
| ('aberfeldy', 'ph', 'ap')                       |     1 |
| ('take', 'alternative', 'routes')               |     1 |
| ('ankle', 'deep', 'pushing')                    |     1 |
| ('burst', 'bank', 'sever')                      |     1 |
| ('higher', 'bar', 'gate')                       |     1 |
| ('millside', 'terrace', 'heavily')              |     1 |
| ('ir', 'able', 'cope')                          |     1 |
| ('road', 'east', 'bridgend')                    |     1 |
| ('taking', 'place', 'authorities')              |     1 |
| ('surrounded', 'elderly', 'peoples')            |     1 |
| ('brake', 'hard', 'drive')                      |     1 |
| ('risen', 'slowly', 'overnight')                |     1 |
| ('course', 'football', 'club')                  |     1 |
| ('felled', 'forest', 'brambles')                |     1 |
| ('burn', 'john', 'street')                      |     1 |
| ('away', 'river', 'levels')                     |     1 |
| ('wooded', 'area', 'properties')                |     1 |
| ('dunecht', 'need', 'drive')                    |     1 |
| ('currently', 'inches', 'depth')                |     1 |
| ('road', 'outside', 'lesiure')                  |     1 |
| ('busy', 'area', 'anyway')                      |     1 |
| ('looked', 'pretty', 'deep')                    |     1 |
| ('covered', 'area', 'around')                   |     1 |
| ('espedair', 'burn', 'overflowing')             |     1 |
| ('jan', 'flooding', 'clacks')                   |     1 |
| ('sewer', 'cover', 'footpath')                  |     1 |
| ('high', 'branches', 'starting')                |     1 |
| ('flooding', 'street', 'caused')                |     1 |
| ('already', 'happening', 'carnie')              |     1 |
| ('council', 'advised', 'road')                  |     1 |
| ('flowing', 'curb', 'burn')                     |     1 |
| ('burn', 'flowing', 'fast')                     |     1 |
| ('river', 'different', 'points')                |     1 |
| ('problem', 'meeting', 'recorded')              |     1 |
| ('residents', 'discuss', 'going')               |     1 |
| ('manhole', 'covers', 'area')                   |     1 |
| ('slip', 'roads', 'flooding')                   |     1 |
| ('water', 'level', 'eventually')                |     1 |
| ('large', 'amounts', 'surface')                 |     1 |
| ('etc', 'put', 'water')                         |     1 |
| ('section', 'road', 'taking')                   |     1 |
| ('concerned', 'sewage', 'content')              |     1 |
| ('torrance', 'ramblers', 'pub')                 |     1 |
| ('property', 'flooding', 'drain')               |     1 |
| ('flowing', 'like', 'river')                    |     1 |
| ('also', 'lade', 'backing')                     |     1 |
| ('gardens', 'tayside', 'place')                 |     1 |
| ('flat', 'battlefield', 'gardens')              |     1 |
| ('pow', 'cargen', 'bridge')                     |     1 |
| ('banks', 'flooding', 'running')                |     1 |
| ('village', 'hatton', 'cruden')                 |     1 |
| ('covered', 'river', 'feet')                    |     1 |
| ('several', 'family', 'cars')                   |     1 |
| ('conditions', 'similar', 'tuesday')            |     1 |
| ('banks', 'ab', 'ty')                           |     1 |
| ('back', 'property', 'flooding')                |     1 |
| ('accidents', 'without', 'added')               |     1 |
| ('forest', 'felled', 'june')                    |     1 |
| ('flowing', 'onto', 'hard')                     |     1 |
| ('banks', 'extensive', 'flooding')              |     1 |
| ('feature', 'local', 'authority')               |     1 |
| ('cala', 'burn', 'running')                     |     1 |
| ('weir', 'black', 'water')                      |     1 |
| ('partially', 'blocking', 'b')                  |     1 |
| ('house', 'coming', 'road')                     |     1 |
| ('drains', 'caused', 'water')                   |     1 |
| ('since', 'christmas', 'still')                 |     1 |
| ('roads', 'still', 'tooo')                      |     1 |
| ('flooded', 'aproximately', 'meters')           |     1 |
| ('meikleour', 'dunkeld', 'road')                |     1 |
| ('cars', 'cyclists', 'please')                  |     1 |
| ('park', 'flooded', 'cars')                     |     1 |
| ('lonach', 'inverugie', 'ab')                   |     1 |
| ('boathouse', 'carmyle', 'river')               |     1 |
| ('police', 'council', 'waterside')              |     1 |
| ('tay', 'causing', 'flooding')                  |     1 |
| ('way', 'flooded', 'starting')                  |     1 |
| ('water', 'treatment', 'plant')                 |     1 |
| ('teith', 'burst', 'banks')                     |     1 |
| ('local', 'ciuncilor', 'visited')               |     1 |
| ('surrounding', 'fields', 'romanno')            |     1 |
| ('lights', 'dim', 'location')                   |     1 |
| ('running', 'road', 'currently')                |     1 |
| ('build', 'causing', 'traffic')                 |     1 |
| ('whole', 'bruce', 'crescent')                  |     1 |
| ('deep', 'howgate', 'arnothill')                |     1 |
| ('forest', 'ploughed', 'vertical')              |     1 |
| ('onto', 'glen', 'gap')                         |     1 |
| ('rain', 'two', 'drains')                       |     1 |
| ('fields', 'drain', 'blocked')                  |     1 |
| ('blood', 'transfusion', 'service')             |     1 |
| ('duntocker', 'road', 'bearden')                |     1 |
| ('drove', 'last', 'night')                      |     1 |
| ('broke', 'banks', 'flooding')                  |     1 |
| ('caused', 'due', 'burns')                      |     1 |
| ('water', 'deep', 'preresent')                  |     1 |
| ('river', 'side', 'may')                        |     1 |
| ('local', 'fields', 'lying')                    |     1 |
| ('high', 'cant', 'sure')                        |     1 |
| ('evening', 'ft', 'water')                      |     1 |
| ('sewage', 'coming', 'burst')                   |     1 |
| ('road', 'due', 'extensive')                    |     1 |
| ('gartmore', 'bridge', 'water')                 |     1 |
| ('pouring', 'fields', 'pm')                     |     1 |
| ('covering', 'whole', 'width')                  |     1 |
| ('water', 'recent', 'rain')                     |     1 |
| ('street', 'duke', 'street')                    |     1 |
| ('progressively', 'worse', 'last')              |     1 |
| ('high', 'rain', 'forecast')                    |     1 |
| ('roaring', 'debris', 'theres')                 |     1 |
| ('overnightpark', 'side', 'starting')           |     1 |
| ('field', 'feet', 'due')                        |     1 |
| ('extending', 'towards', 'houses')              |     1 |
| ('water', 'high', 'within')                     |     1 |
| ('burst', 'banks', 'approx')                    |     1 |
| ('feet', 'water', 'use')                        |     1 |
| ('take', 'much', 'caller')                      |     1 |
| ('overflown', 'flooding', 'nearby')             |     1 |
| ('end', 'golf', 'course')                       |     1 |
| ('also', 'flooded', 'doctors')                  |     1 |
| ('coming', 'water', 'colvert')                  |     1 |
| ('previously', 'got', 'stuck')                  |     1 |
| ('water', 'flowing', 'quickly')                 |     1 |
| ('flooded', 'quite', 'badly')                   |     1 |
| ('surface', 'water', 'main')                    |     1 |
| ('moment', 'x', 'really')                       |     1 |
| ('flooding', 'second', 'time')                  |     1 |
| ('ythen', 'affecting', 'b')                     |     1 |
| ('saw', 'large', 'truck')                       |     1 |
| ('broke', 'thru', 'sewer')                      |     1 |
| ('water', 'heavy', 'rain')                      |     1 |
| ('loch', 'ken', 'burst')                        |     1 |
| ('various', 'places', 'big')                    |     1 |
| ('irvine', 'burst', 'banks')                    |     1 |
| ('flooding', 'fields', 'run')                   |     1 |
| ('tay', 'blocked', 'full')                      |     1 |
| ('road', 'becoming', 'impassable')              |     1 |
| ('turn', 'keppockhill', 'road')                 |     1 |
| ('meters', 'flooding', 'combination')           |     1 |
| ('near', 'two', 'houses')                       |     1 |
| ('street', 'completely', 'closed')              |     1 |
| ('rain', 'tonight', 'going')                    |     1 |
| ('house', 'overwhelmed', 'deluge')              |     1 |
| ('burn', 'rear', 'broadshade')                  |     1 |
| ('water', 'approaching', 'houses')              |     1 |
| ('garden', 'two', 'water')                      |     1 |
| ('gullies', 'road', 'collapse')                 |     1 |
| ('still', 'continuing', 'go')                   |     1 |
| ('overwhelmed', 'deluge', 'water')              |     1 |
| ('attendance', 'diverting', 'water')            |     1 |
| ('dr', 'barely', 'passable')                    |     1 |
| ('millside', 'street', 'lower')                 |     1 |
| ('water', 'running', 'railway')                 |     1 |
| ('onto', 'road', 'impassable')                  |     1 |
| ('gullies', 'water', 'gushing')                 |     1 |
| ('inundated', 'see', 'photo')                   |     1 |
| ('near', 'dean', 'road')                        |     1 |
| ('king', 'edward', 'street')                    |     1 |
| ('gradholm', 'crescent', 'rising')              |     1 |
| ('lanes', 'house', 'lower')                     |     1 |
| ('get', 'anymore', 'rain')                      |     1 |
| ('water', 'gathered', 'overnight')              |     1 |
| ('gardens', 'water', 'deep')                    |     1 |
| ('rainwater', 'blocked', 'drains')              |     1 |
| ('points', 'currently', 'diversion')            |     1 |
| ('lade', 'flooded', 'onto')                     |     1 |
| ('bus', 'route', 'whitecross')                  |     1 |
| ('road', 'depth', 'water')                      |     1 |
| ('half', 'tyre', 'deep')                        |     1 |
| ('water', 'currently', 'inches')                |     1 |
| ('roundabout', 'approximately', 'meters')       |     1 |
| ('edinburgh', 'near', 'miller')                 |     1 |
| ('slow', 'draining', 'road')                    |     1 |
| ('issue', 'location', 'surface')                |     1 |
| ('still', 'rising', 'almost')                   |     1 |
| ('croftend', 'ave', 'glasgow')                  |     1 |
| ('threatening', 'roads', 'property')            |     1 |
| ('montior', 'throughout', 'day')                |     1 |
| ('birkenbog', 'cottages', 'lintmill')           |     1 |
| ('traffic', 'slow', 'brake')                    |     1 |
| ('rain', 'gathering', 'blocked')                |     1 |
| ('water', 'deep', 'hard')                       |     1 |
| ('water', 'affecting', 'traffic')               |     1 |
| ('points', 'also', 'flooded')                   |     1 |
| ('row', 'houses', 'thigh')                      |     1 |
| ('banks', 'likely', 'breach')                   |     1 |
| ('residential', 'drainage', 'puddles')          |     1 |
| ('within', 'hours', 'high')                     |     1 |
| ('flood', 'road', 'railway')                    |     1 |
| ('ettrick', 'car', 'park')                      |     1 |
| ('river', 'ness', 'lot')                        |     1 |
| ('units', 'vicinity', 'area')                   |     1 |
| ('callers', 'gardens', 'step')                  |     1 |
| ('long', 'dirty', 'water')                      |     1 |
| ('causing', 'flooding', 'local')                |     1 |
| ('less', 'inches', 'away')                      |     1 |
| ('suffered', 'flooding', 'small')               |     1 |
| ('river', 'encroaching', 'road')                |     1 |
| ('doon', 'road', 'blocked')                     |     1 |
| ('puddle', 'surface', 'water')                  |     1 |
| ('street', 'well', 'others')                    |     1 |
| ('affected', 'rain', 'appears')                 |     1 |
| ('houses', 'field', 'flood')                    |     1 |
| ('run', 'water', 'coming')                      |     1 |
| ('populated', 'drains', 'proving')              |     1 |
| ('along', 'road', 'spanning')                   |     1 |
| ('east', 'ayrshire', 'council')                 |     1 |
| ('garden', 'facing', 'onto')                    |     1 |
| ('coming', 'house', 'river')                    |     1 |
| ('hour', 'flood', 'water')                      |     1 |
| ('osprey', 'village', 'osprey')                 |     1 |
| ('next', 'transport', 'scotland')               |     1 |
| ('lane', 'j', 'j')                              |     1 |
| ('scotish', 'water', 'pumping')                 |     1 |
| ('ab', 'lr', 'flooded')                         |     1 |
| ('replanted', 'yet', 'would')                   |     1 |
| ('property', 'cowden', 'way')                   |     1 |
| ('flooded', 'deep', 'get')                      |     1 |
| ('reservoir', 'neighbouring', 'land')           |     1 |
| ('keithhall', 'hill', 'oldmeldrum')             |     1 |
| ('fields', 'drains', 'water')                   |     1 |
| ('drummore', 'road', 'possibly')                |     1 |
| ('old', 'boathouse', 'carmyle')                 |     1 |
| ('river', 'teviot', 'flowing')                  |     1 |
| ('places', 'whole', 'station')                  |     1 |
| ('bridge', 'tay', 'kinclaven')                  |     1 |
| ('banking', 'filling', 'holding')               |     1 |
| ('currently', 'also', 'flooding')               |     1 |
| ('course', 'leaving', 'rosehearty')             |     1 |
| ('deep', 'really', 'hope')                      |     1 |
| ('happened', 'one', 'two')                      |     1 |
| ('bridge', 'summerston', 'train')               |     1 |
| ('backing', 'spilling', 'flooding')             |     1 |
| ('runoff', 'coming', 'fields')                  |     1 |
| ('plus', 'feet', 'deep')                        |     1 |
| ('heavily', 'past', 'hours')                    |     1 |
| ('family', 'nice', 'cycle')                     |     1 |
| ('lying', 'road', 'concern')                    |     1 |
| ('pearsie', 'road', 'order')                    |     1 |
| ('renfrewshire', 'council', 'line')             |     1 |
| ('ytan', 'burst', 'banks')                      |     1 |
| ('nearby', 'hilss', 'farm')                     |     1 |
| ('days', 'heavy', 'rain')                       |     1 |
| ('lower', 'mill', 'st')                         |     1 |
| ('watercoruse', 'flooding', 'roads')            |     1 |
| ('come', 'house', 'inconvenient')               |     1 |
| ('road', 'concern', 'rain')                     |     1 |
| ('almost', 'completely', 'submerged')           |     1 |
| ('towards', 'houses', 'rising')                 |     1 |
| ('probably', 'meters', 'deep')                  |     1 |
| ('threatening', 'west', 'side')                 |     1 |
| ('localised', 'flooding', 'fields')             |     1 |
| ('main', 'flooding', 'water')                   |     1 |
| ('much', 'worse', 'quickly')                    |     1 |
| ('currently', 'inches', 'away')                 |     1 |
| ('spilling', 'fields', 'sides')                 |     1 |
| ('risen', 'water', 'running')                   |     1 |
| ('rising', 'due', 'rainfall')                   |     1 |
| ('impassable', 'sign', 'clearing')              |     1 |
| ('currently', 'passable', 'care')               |     1 |
| ('big', 'road', 'flooding')                     |     1 |
| ('area', 'source', 'water')                     |     1 |
| ('ref', 'sticks', 'branches')                   |     1 |
| ('two', 'overflow', 'drains')                   |     1 |
| ('farm', 'behind', 'hilton')                    |     1 |
| ('within', 'bridge', 'older')                   |     1 |
| ('burn', 'local', 'school')                     |     1 |
| ('road', 'pasable', 'care')                     |     1 |
| ('one', 'direction', 'shortly')                 |     1 |
| ('started', 'flood', 'pm')                      |     1 |
| ('back', 'street', 'bridge')                    |     1 |
| ('flood', 'circa', 'mtrs')                      |     1 |
| ('lade', 'rain', 'stopped')                     |     1 |
| ('car', 'park', 'shallow')                      |     1 |
| ('line', 'bridge', 'appears')                   |     1 |
| ('appears', 'burst', 'banks')                   |     1 |
| ('places', 'worse', 'us')                       |     1 |
| ('carriage', 'way', 'potentially')              |     1 |
| ('pm', 'river', 'continues')                    |     1 |
| ('adjacent', 'fields', 'properties')            |     1 |
| ('slowly', 'montior', 'throughout')             |     1 |
| ('cluny', 'burn', 'burst')                      |     1 |
| ('deep', 'dirty', 'water')                      |     1 |
| ('runoff', 'fields', 'creating')                |     1 |
| ('oclock', 'morning', 'may')                    |     1 |
| ('use', 'water', 'toilets')                     |     1 |
| ('tonight', 'going', 'burst')                   |     1 |
| ('fields', 'large', 'areas')                    |     1 |
| ('vehicles', 'brake', 'hard')                   |     1 |
| ('park', 'alexandria', 'burst')                 |     1 |
| ('pumps', 'digging', 'channels')                |     1 |
| ('fire', 'rescue', 'attendance')                |     1 |
| ('junction', 'roundabout', 'main')              |     1 |
| ('colleague', 'one', 'lanes')                   |     1 |
| ('lot', 'heavy', 'rain')                        |     1 |
| ('roadside', 'ditches', 'filling')              |     1 |
| ('burn', 'river', 'breached')                   |     1 |
| ('westhill', 'burst', 'banks')                  |     1 |
| ('esk', 'river', 'high')                        |     1 |
| ('round', 'back', 'buildings')                  |     1 |
| ('whole', 'road', 'flooded')                    |     1 |
| ('take', 'young', 'family')                     |     1 |
| ('flowing', 'run', 'water')                     |     1 |
| ('cars', 'cant', 'pass')                        |     1 |
| ('finding', 'low', 'point')                     |     1 |
| ('front', 'gardens', 'philip')                  |     1 |
| ('road', 'flooded', 'partially')                |     1 |
| ('balhousie', 'lade', 'backing')                |     1 |
| ('area', 'water', 'coming')                     |     1 |
| ('road', 'adjacent', 'field')                   |     1 |
| ('mile', 'south', 'haysike')                    |     1 |
| ('driving', 'conditions', 'hazardous')          |     1 |
| ('family', 'cars', 'turning')                   |     1 |
| ('quickly', 'within', 'hour')                   |     1 |
| ('burn', 'spate', 'much')                       |     1 |
| ('mrs', 'imsmith@talktalk', 'net')              |     1 |
| ('dee', 'running', 'highest')                   |     1 |
| ('flooding', 'future', 'never')                 |     1 |
| ('also', 'burst', 'banks')                      |     1 |
| ('sewage', 'works', 'opposite')                 |     1 |
| ('flooded', 'rainwater', 'blocked')             |     1 |
| ('stopping', 'working', 'due')                  |     1 |
| ('flooding', 'come', 'street')                  |     1 |
| ('park', 'dalfaber', 'road')                    |     1 |
| ('bridge', 'flooded', 'hazard')                 |     1 |
| ('water', 'level', 'risen')                     |     1 |
| ('greenland', 'come', 'road')                   |     1 |
| ('water', 'full', 'dogs')                       |     1 |
| ('blocked', 'drain', 'flowing')                 |     1 |
| ('huntly', 'road', 'thick')                     |     1 |
| ('end', 'aberdeenshire', 'flooding')            |     1 |
| ('wellies', 'water', 'around')                  |     1 |
| ('coming', 'bank', 'dirty')                     |     1 |
| ('property', 'started', 'flood')                |     1 |
| ('restaurant', 'drainage', 'think')             |     1 |
| ('informed', 'local', 'ciuncilor')              |     1 |
| ('foot', 'half', 'water')                       |     1 |
| ('river', 'tay', 'river')                       |     1 |
| ('stirling', 'water', 'coming')                 |     1 |
| ('encroaching', 'private', 'property')          |     1 |
| ('peel', 'glen', 'road')                        |     1 |
| ('river', 'enrick', 'burst')                    |     1 |
| ('one', 'property', 'surrounded')               |     1 |
| ('street', 'peniculk', 'burst')                 |     1 |
| ('road', 'currently', 'closed')                 |     1 |
| ('road', 'glen', 'crescent')                    |     1 |
| ('whole', 'south', 'garden')                    |     1 |
| ('burst', 'banks', 'flooded')                   |     1 |
| ('parks', 'nearby', 'flooding')                 |     1 |
| ('rear', 'garden', 'wont')                      |     1 |
| ('cockburn', 'street', 'completely')            |     1 |
| ('several', 'points', 'causing')                |     1 |
| ('managed', 'drive', 'middle')                  |     1 |
| ('knee', 'hieght', 'mtrs')                      |     1 |
| ('water', 'since', 'late')                      |     1 |
| ('deeper', 'foot', 'parts')                     |     1 |
| ('quay', 'could', 'cause')                      |     1 |
| ('river', 'dee', 'burst')                       |     1 |
| ('coming', 'onto', 'road')                      |     1 |
| ('across', 'road', 'east')                      |     1 |
| ('level', 'still', 'rising')                    |     1 |
| ('becoming', 'impassable', 'vehicles')          |     1 |
| ('issues', 'encroaching', 'private')            |     1 |
| ('flooding', 'clacks', 'get')                   |     1 |
| ('away', 'water', 'flowing')                    |     1 |
| ('fields', 'burst', 'boundary')                 |     1 |
| ('inches', 'deep', 'howgate')                   |     1 |
| ('grant', 'funding', 'bank')                    |     1 |
| ('keeps', 'burn', 'yards')                      |     1 |
| ('flooding', 'threatening', 'groundfloor')      |     1 |
| ('ditch', 'caused', 'foot')                     |     1 |
| ('garage', 'one', 'property')                   |     1 |
| ('able', 'get', 'entry')                        |     1 |
| ('high', 'tunnel', 'bridge')                    |     1 |
| ('old', 'meldrum', 'craig')                     |     1 |
| ('due', 'extent', 'flooding')                   |     1 |
| ('running', 'water', 'getting')                 |     1 |
| ('river', 'forth', 'onto')                      |     1 |
| ('gryffe', 'broke', 'thru')                     |     1 |
| ('least', 'inches', 'water')                    |     1 |
| ('overflowed', 'nearby', 'roundabout')          |     1 |
| ('drive', 'slowly', 'water')                    |     1 |
| ('journal', 'tomorrow', 'use')                  |     1 |
| ('junction', 'heading', 'towards')              |     1 |
| ('deveron', 'banks', 'flooding')                |     1 |
| ('properties', 'mackie', 'way')                 |     1 |
| ('puddle', 'forming', 'covering')               |     1 |
| ('floor', 'garden', 'surrounding')              |     1 |
| ('issue', 'x', 'know')                          |     1 |
| ('water', 'coming', 'might')                    |     1 |
| ('flooded', 'cars', 'cant')                     |     1 |
| ('water', 'directly', 'based')                  |     1 |
| ('stones', 'damage', 'cars')                    |     1 |
| ('oudenarde', 'bridge', 'back')                 |     1 |
| ('levels', 'high', 'tay')                       |     1 |
| ('burst', 'banks', 'extensive')                 |     1 |
| ('another', 'foot', 'cm')                       |     1 |
| ('almost', 'got', 'neighbors')                  |     1 |
| ('pushed', 'surface', 'spring')                 |     1 |
| ('flooding', 'covering', 'enire')               |     1 |
| ('path', 'stopping', 'dog')                     |     1 |
| ('road', 'next', 'transport')                   |     1 |
| ('railway', 'line', 'sea')                      |     1 |
| ('unknown', 'name', 'stone')                    |     1 |
| ('marsh', 'traffic', 'still')                   |     1 |
| ('flooded', 'adjacent', 'b')                    |     1 |
| ('stuck', 'fiat', 'punto')                      |     1 |
| ('village', 'osprey', 'heights')                |     1 |
| ('fields', 'barely', 'passable')                |     1 |
| ('lying', 'millside', 'terrace')                |     1 |
| ('severe', 'runn', 'fields')                    |     1 |
| ('local', 'school', 'also')                     |     1 |
| ('rain', 'rising', 'quickly')                   |     1 |
| ('banks', 'effecting', 'properties')            |     1 |
| ('middle', 'road', 'dangerous')                 |     1 |
| ('hours', 'high', 'dirty')                      |     1 |
| ('river', 'broken', 'banks')                    |     1 |
| ('due', 'flooding', 'sepa')                     |     1 |
| ('burst', 'banks', 'sides')                     |     1 |
| ('petrol', 'station', 'pub')                    |     1 |
| ('road', 'severe', 'flooding')                  |     1 |
| ('river', 'urie', 'extensively')                |     1 |
| ('water', 'coming', 'across')                   |     1 |
| ('exchange', 'high', 'risk')                    |     1 |
| ('private', 'property', 'also')                 |     1 |
| ('difficult', 'see', 'dark')                    |     1 |
| ('craigs', 'end', 'aberdeenshire')              |     1 |
| ('affecting', 'across', 'half')                 |     1 |
| ('marshall', 'place', 'significant')            |     1 |
| ('selective', 'evacuations', 'taking')          |     1 |
| ('possil', 'march', 'lambhill')                 |     1 |
| ('floor', 'boards', 'callers')                  |     1 |
| ('could', 'cause', 'problems')                  |     1 |
| ('onto', 'road', 'large')                       |     1 |
| ('flooding', 'esk', 'langholm')                 |     1 |
| ('worst', 'flood', 'six')                       |     1 |
| ('water', 'accumulation', 'slow')               |     1 |
| ('entered', 'lochburn', 'drive')                |     1 |
| ('road', 'closed', 'blackhill')                 |     1 |
| ('road', 'westerhall', 'may')                   |     1 |
| ('bursting', 'banks', 'flooding')               |     1 |
| ('way', 'overflowed', 'nearby')                 |     1 |
| ('india', 'street', 'susanna')                  |     1 |
| ('defense', 'side', 'sealsbridge')              |     1 |
| ('road', 'flooded', 'pavement')                 |     1 |
| ('future', 'never', 'happened')                 |     1 |
| ('suddenly', 'due', 'lack')                     |     1 |
| ('gathering', 'fields', 'large')                |     1 |
| ('due', 'high', 'river')                        |     1 |
| ('increasing', 'risk', 'hopefully')             |     1 |
| ('forming', 'passable', 'care')                 |     1 |
| ('going', 'gardens', 'properties')              |     1 |
| ('carriageway', 'crosslee', 'park')             |     1 |
| ('old', 'ladeside', 'elder')                    |     1 |
| ('drains', 'proving', 'ineffective')            |     1 |
| ('drains', 'culverts', 'water')                 |     1 |
| ('towards', 'river', 'gathering')               |     1 |
| ('levels', 'washed', 'bridge')                  |     1 |
| ('bursts', 'banks', 'affecting')                |     1 |
| ('mother', 'laws', 'house')                     |     1 |
| ('dykes', 'grey', 'road')                       |     1 |
| ('cars', 'struggling', 'pass')                  |     1 |
| ('estates', 'property', 'started')              |     1 |
| ('sure', 'whether', 'flow')                     |     1 |
| ('year', 'less', 'two')                         |     1 |
| ('pouring', 'rain', 'torrential')               |     1 |
| ('starting', 'block', 'course')                 |     1 |
| ('wheelchair', 'users', 'access')               |     1 |
| ('corner', 'ravensby', 'road')                  |     1 |
| ('flooded', 'around', 'feet')                   |     1 |
| ('homes', 'gardens', 'area')                    |     1 |
| ('local', 'residents', 'inverness')             |     1 |
| ('properties', 'right', 'round')                |     1 |
| ('flooding', 'due', 'heavy')                    |     1 |
| ('cycle', 'see', 'floods')                      |     1 |
| ('area', 'property', 'ankle')                   |     1 |
| ('kirkinch', 'deep', 'run')                     |     1 |
| ('petrol', 'station', 'called')                 |     1 |
| ('residents', 'inverness', 'hiding')            |     1 |
| ('notorious', 'accidents', 'without')           |     1 |
| ('impassable', 'concerned', 'sewage')           |     1 |
| ('street', 'lighting', 'see')                   |     1 |
| ('half', 'mile', 'south')                       |     1 |
| ('recent', 'resurfacing', 'works')              |     1 |
| ('banks', 'water', 'coming')                    |     1 |
| ('accumulating', 'drains', 'backing')           |     1 |
| ('high', 'dirty', 'water')                      |     1 |
| ('drain', 'culvert', 'roadworks')               |     1 |
| ('roundabout', 'main', 'crieff')                |     1 |
| ('isolated', 'incident', 'difficult')           |     1 |
| ('people', 'crying', 'edinburgh')               |     1 |
| ('national', 'speed', 'limit')                  |     1 |
| ('photo', 'troubled', 'water')                  |     1 |
| ('divert', 'flow', 'water')                     |     1 |
| ('house', 'wellies', 'water')                   |     1 |
| ('users', 'regular', 'feature')                 |     1 |
| ('depth', 'feet', 'places')                     |     1 |
| ('adjacent', 'part', 'mains')                   |     1 |
| ('aberargie', 'newburgh', 'lot')                |     1 |
| ('house', 'lower', 'side')                      |     1 |
| ('adjacent', 'hopefully', 'wont')               |     1 |
| ('recorded', 'area', 'source')                  |     1 |
| ('junction', 'since', 'saturday')               |     1 |
| ('expect', 'get', 'much')                       |     1 |
| ('road', 'bridge', 'area')                      |     1 |
| ('field', 'runoff', 'need')                     |     1 |
| ('levels', 'high', 'road')                      |     1 |
| ('level', 'causing', 'local')                   |     1 |
| ('water', 'bus', 'route')                       |     1 |
| ('much', 'caller', 'see')                       |     1 |
| ('rockhall', 'burn', 'eventually')              |     1 |
| ('field', 'track', 'house')                     |     1 |
| ('flooded', 'river', 'burst')                   |     1 |
| ('flooding', 'location', 'traffic')             |     1 |
| ('sewage', 'works', 'aboyne')                   |     1 |
| ('water', 'main', 'road')                       |     1 |
| ('affecting', 'nearby', 'roads')                |     1 |
| ('field', 'knoll', 'park')                      |     1 |
| ('level', 'fields', 'flooding')                 |     1 |
| ('water', 'lying', 'flowing')                   |     1 |
| ('crescent', 'riverside', 'stirling')           |     1 |
| ('water', 'coming', 'completely')               |     1 |
